strain,date,epi_03,country,epi_00,epi_02,surface_residues_pref,region,epi_01,epi_05,surface_residues_postf,epi_04,clade_membership,epi_all,author,accession
031-0009,1/8/2024,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762883
013-0020,1/2/2024,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763069
009-0036,12/17/2023,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763056
010-0040,1/12/2024,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763061
019-0027,1/4/2024,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763102
008-0007,12/17/2023,,France,,1,1,Europe,,,1,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762668
2312V140007,12/14/2023,,France,,1,1,Europe,,,1,,A.D.1,1,"Caillault,A.,Fourati,S.",PQ899896
006-0003_4b9i97,11/2/2023,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ737343
013-0023,12/13/2023,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763070
2312V150053,12/15/2023,,France,,1,1,Europe,,,1,,A.D.1,1,"Caillault,A.,Fourati,S.",PQ899898
026-0034,12/16/2023,,France,,1,1,Europe,,,1,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762858
004-0001,12/3/2023,,France,,1,1,Europe,,,1,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763037
JKIKNBIR1G,12/31/2023,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277638
9ZR8URWVNX,1/1/2024,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277644
hRSV/A/Spain/CT-HUVH-826566/2023,12/12/2023,,Spain,,1,2,Europe,,,2,,A.D.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279161
R5V5QGB654,12/1/2023,,Switzerland,,1,3,Europe,,,3,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277642
Q90UYJM6VW,1/1/2024,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277651
OZ262218,1/16/2025,,Ireland,,1,2,Europe,,,2,,A.D.1,1,"Carr,M.,Bennett,C.,Banka,W.,Fahey,L.,Rice,A.,Dean,J.,Hare,D.,De Gascun,C.F.",OZ262218
OZ262259,1/9/2025,,Ireland,,1,2,Europe,,,2,,A.D.1,1,"Carr,M.,Bennett,C.,Banka,W.,Fahey,L.,Rice,A.,Dean,J.,Hare,D.,De Gascun,C.F.",OZ262259
014-0004,1/4/2024,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763076
Respiratory swabs_11696j,2/21/2024,,Switzerland,1,1,3,Europe,,,3,,A.D.1,2,,OZ224601
T412JLSV5A,1/1/2024,,Switzerland,,1,2,Europe,,,3,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277693
023-0016,11/24/2023,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762834
RSV-A/human/USA/MA-Broad_MGH-21848/2024,11/7/2024,,USA,,1,2,North America,,,2,,A.D.1,1,"Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.",PV178537
RSV-A/human/USA/MA-Broad_MGH-22939/2024,12/19/2024,,USA,,1,2,North America,,,2,,A.D.1,1,"Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.",PV206797
RSV-A/human/USA/MA-Broad_MGH-21875/2024,11/10/2024,,USA,,1,2,North America,,,2,,A.D.1,1,"Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.",PV178254
028-0001,11/24/2023,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762866
036-0003,1/18/2024,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763140
039-0002,11/13/2023,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763156
2311V210003,11/21/2023,,France,,1,1,Europe,,,2,,A.D.1,1,"Caillault,A.,Fourati,S.",PQ899871
2312V180111,12/18/2023,,France,,1,2,Europe,,,3,,A.D.1,1,"Caillault,A.,Fourati,S.",PQ899902
2401V020232,1/2/2024,,France,,1,1,Europe,,,2,,A.D.1,1,"Caillault,A.,Fourati,S.",PQ899925
007-0020,12/8/2023,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762644
011-0026,12/11/2023,,France,,1,2,Europe,,,2,,A.D.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762742
KM4GQQCH9J,12/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277697
739FHIA4RA,12/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277687
hRSV-A-G43R90N8,2/17/2024,,USA,,1,2,North America,,,2,,A.D.1,1,"Lauring,A.S.,Papalambros,L.K.",PP781415
MN-MDH-RSVA-01883,2/3/2025,,USA,,1,2,North America,,,2,,A.D.1,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV211598
MN-MDH-RSVA-02654,3/29/2025,,USA,,1,2,North America,,,2,,A.D.1,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV545990
C1IE9Z1CJ8,1/6/2024,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277711
P8CY9SAIM0,12/31/2023,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277655
OZ251436,12/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ251436
E9ZA44D77A,12/23/2023,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277684
6FM3SBTF75,1/31/2024,,Switzerland,,1,2,Europe,,,2,,A.D.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277703
RSV-A/human/USA/WA-S23359/2020,2/14/2020,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",OR287973
MN-MDH-RSVA-02813,3/4/2025,,USA,,1,2,North America,,,2,,A.D.1,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV546149
UU02-0217-V01,12/18/2019,,Netherlands,,1,1,Europe,,,1,,A.D.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ515631
RSV-A/human/USA/WA-S24942/2019,12/21/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boekch,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PP495881
RSV-A/human/USA/WA-S24940/2019,12/20/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boekch,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PP495879
RSV-A/human/USA/WA-S23296/2019,12/29/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",OR287910
RSV-A/human/USA/WA-S24955/2019,12/28/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boekch,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PP495894
RSV-A/human/USA/WA-S23278/2019,12/23/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",OR287892
RSV-A/human/USA/WA-S23238/2019,11/20/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",OR287852
RSV-A/human/USA/WA-S23266/2019,12/14/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",OR287880
RSV-A/human/USA/WA-S25218/2020,3/7/2020,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,Mcdermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PP748737
RSV-A/human/USA/WA-S24939/2019,12/20/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boekch,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PP495878
RSV-A/human/USA/WA-S23242/2019,11/24/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",OR287856
OX02-8756-V01,10/28/2019,,United Kingdom,,1,1,Europe,,,1,,A.D.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ515907
OX02-9216-D02,12/4/2019,,United Kingdom,,1,1,Europe,,,1,,A.D.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ515687
OX02-9216-V01,12/3/2019,,United Kingdom,,1,1,Europe,,,1,,A.D.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ515784
10103034,2/26/2020,,Canada,,1,1,North America,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376743
RSVLO313,1/15/2020,,United Kingdom,,1,1,Europe,,,1,,A.D.1,1,"Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.",PQ348985
OX02-8917-V01,11/12/2019,,United Kingdom,,1,1,Europe,,,1,,A.D.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ515911
OX02-9011-V01,1/3/2020,,United Kingdom,,1,1,Europe,,,1,,A.D.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ515571
OX02-9175-V01,12/31/2019,,United Kingdom,,1,1,Europe,,,1,,A.D.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ516000
OX01A-8998-V02,1/9/2020,,United Kingdom,,1,1,Europe,,,1,,A.D.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ515614
OM857192,10/21/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857192
OM857195,1/11/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857195
OM857191,1/9/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857191
OM857193,1/1/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857193
OM857194,1/1/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857194
OM857196,1/4/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857196
OM857197,1/19/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857197
OM857198,12/12/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857198
OM857212,1/6/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857212
OM857199,11/27/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857199
OM857141,10/13/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857141
OM857140,1/18/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857140
OM857145,11/27/2020,,Australia,,1,2,Oceania,,,2,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857145
OM857169,11/27/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857169
OM857168,11/17/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857168
OM857151,12/4/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857151
OM857149,1/5/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857149
OM857146,12/12/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857146
OM857150,11/20/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857150
OM857172,10/19/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857172
OM857205,1/5/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857205
OM857178,1/29/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857178
OM857183,1/18/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857183
OM857201,1/25/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857201
OM857167,10/20/2020,,Australia,,1,2,Oceania,,,2,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857167
OM857158,11/27/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857158
OM857160,11/4/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857160
OM857208,12/7/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857208
OM857180,9/3/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857180
OM857203,8/31/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857203
OM857189,2/1/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857189
OM857177,1/10/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857177
OM857166,11/22/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857166
OM857171,12/3/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857171
OM857190,2/3/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857190
OM857154,12/10/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857154
OM857175,1/1/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857175
OM857181,1/17/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857181
OM857188,1/22/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857188
OM857207,12/4/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.",OM857207
